work_id,name,created_at,director,publisher,ai_summary,cover_img,reward
3974,little vampire the,2000-01-01,Uli Edel,New Line Cinema,,https://image.tmdb.org/t/p/w500/zBGfZGKX3KJnljxsX6r24lzRe0i.jpg,
3977,charlies angels,2000-01-01,맥지,Columbia Pictures,,https://image.tmdb.org/t/p/w500/gQjKK8wUYCKLkz4DG23XSzvNfGb.jpg,
3978,legend of bagger vance the,2000-01-01,로버트 레드포드,Wildwood Enterprises,,https://image.tmdb.org/t/p/w500/fsvWRwcE8bD7WHo7BeF8HqWLbIh.jpg,
3979,little nicky,2000-01-01,Steven Brill,New Line Cinema,,https://image.tmdb.org/t/p/w500/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg,
3980,men of honor,2000-01-01,George Tillman Jr.,Fox 2000 Pictures,,https://image.tmdb.org/t/p/w500/4VzRIWj92fvDWhIRgZ5pRA25BFv.jpg,
3981,red planet,2000-01-01,Antony Hoffman,Mars Production,,https://image.tmdb.org/t/p/w500/6svTVlVEJDoOOEz1G09HLeb7vtF.jpg,
3983,you can count on me,2000-01-01,케네스 로너건,Crush Entertainment,,https://image.tmdb.org/t/p/w500/7mGFmij1FZD5eUnNwvUjmpqrDl6.jpg,
3984,diamonds are forever,1971-01-01,가이 해밀턴,EON Productions,,https://image.tmdb.org/t/p/w500/uajiHcFX5sOhYB2tBuWkmizbtuU.jpg,
3985,eagle has landed the,1976-01-01,존 스터지스,Associated General Films,,https://image.tmdb.org/t/p/w500/dxLuj7VIv0ZRdvaIB6eY5fApONF.jpg,
3986,6th day the,2000-01-01,Roger Spottiswoode,Phoenix Pictures,,https://image.tmdb.org/t/p/w500/7jbVaZ8YaKakt1BTkmzXijywhqc.jpg,
3987,bounce,2000-01-01,Don Roos,Miramax,,https://image.tmdb.org/t/p/w500/vmU94CMhMxpaN8KwZDqEMNOa4bp.jpg,
3988,how the grinch stole christmas,2000-01-01,론 하워드,Universal Pictures,,https://image.tmdb.org/t/p/w500/gqkJSh8pqMdiWwPfRNJGQkuivDi.jpg,
3989,one day in september,1999-01-01,케빈 맥도널드,Passion Pictures,,https://image.tmdb.org/t/p/w500/vsxtkcidi7flgxWERBSnwtyH1JJ.jpg,
3990,rugrats in paris the movie,2000-01-01,Stig Bergqvist,Paramount Pictures,,https://image.tmdb.org/t/p/w500/gsuoVtmQEuXFwoXEi9pSLW49umi.jpg,
3991,102 dalmatians,2000-01-01,Kevin Lima,Walt Disney Pictures,,https://image.tmdb.org/t/p/w500/3w1wb4GNcNmhY3cqUIHGQWqadVr.jpg,
3993,quills,2000-01-01,필립 카우프만,Charenton Productions,,https://image.tmdb.org/t/p/w500/AvGdw3BpvJV2wHmK2qY0N7XHqET.jpg,
3994,unbreakable,2000-01-01,M. 나이트 샤말란,Barry Mendel Productions,,https://image.tmdb.org/t/p/w500/kemmIkIzzzvAAFFWlpzg3XVETeO.jpg,
3996,crouching tiger hidden dragon,2000-01-01,이안,Good Machine,,https://image.tmdb.org/t/p/w500/iCgq5JMo9BqqK8rDKOCJxE86ub9.jpg,
3997,dungeons  dragons,2000-01-01,Courtney Solomon,New Line Cinema,,https://image.tmdb.org/t/p/w500/drMvZpcqKn140LJQIQ8Ol5fOhC2.jpg,
3998,proof of life,2000-01-01,Taylor Hackford,Castle Rock Entertainment,,https://image.tmdb.org/t/p/w500/87rc1kf1t1oiOTGhjBLNYcAFA6c.jpg,
3999,vertical limit,2000-01-01,마틴 캠벨,Global Medien KG,,https://image.tmdb.org/t/p/w500/zOGxy5AODmpbNAkMoD7oymU7bWS.jpg,
4000,bounty the,1984-01-01,Roger Donaldson,The De Laurentiis Company,,https://image.tmdb.org/t/p/w500/9lTu5hJpS012PcnSCmv1QBDi9Sf.jpg,
4002,planes trains  automobiles,1987-01-01,존 휴스,Paramount Pictures,,https://image.tmdb.org/t/p/w500/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,
4003,shes having a baby,1988-01-01,존 휴스,Paramount Pictures,,https://image.tmdb.org/t/p/w500/zYe2V6TYWRB4an52pemjvy9pHw6.jpg,
4005,living daylights the,1987-01-01,John Glen,EON Productions,,https://image.tmdb.org/t/p/w500/f6c4z7mOjFeoiaXmPDqVsliLNoo.jpg,
4006,transformers the movie,1986-01-01,Nelson Shin,Marvel Productions,,https://image.tmdb.org/t/p/w500/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg,
4007,wall street,1987-01-01,올리버 스톤,20th Century Fox,,https://image.tmdb.org/t/p/w500/78sjhM6aOdD4Rqi5dIEEzFlAmBA.jpg,
4008,born on the fourth of july,1989-01-01,올리버 스톤,Universal Pictures,,https://image.tmdb.org/t/p/w500/c5gSie6ZA90iBs62yNM5MV4y9R7.jpg,
4009,talk radio,1988-01-01,올리버 스톤,Ten-Four Productions,,https://image.tmdb.org/t/p/w500/u55LxmUditKH0UuQFmTV3qSzDnb.jpg,
4010,brewsters millions,1985-01-01,월터 힐,Silver Pictures,,https://image.tmdb.org/t/p/w500/t4p8r8kfB2jHiK8J36XnfSP8cRO.jpg,
4011,snatch,2000-01-01,가이 리치,SKA Films,,https://image.tmdb.org/t/p/w500/yfM3fJauIulaaztOUHzAb39fedo.jpg,
4012,punchline,1988-01-01,David Seltzer,Columbia Pictures,,https://image.tmdb.org/t/p/w500/dgbLnnEJIGldXOMt6OWy3X1l0AC.jpg,
4014,chocolat,2000-01-01,라세 할스트룀,Miramax,,https://image.tmdb.org/t/p/w500/nm0p6JdokL2eey2Qv26ST0A8kuD.jpg,
4015,dude wheres my car,2000-01-01,Danny Leiner,20th Century Fox,,https://image.tmdb.org/t/p/w500/A5FBQplPsSVVvdYn4NHgtWYF8un.jpg,
4016,emperors new groove the,2000-01-01,Mark Dindal,Walt Disney Pictures,,https://image.tmdb.org/t/p/w500/2eDgsCJlSuyZ0BQoAR4ISiGjKEi.jpg,
4017,pollock,2000-01-01,에드 해리스,Zeke Productions,,https://image.tmdb.org/t/p/w500/azsBSw2zw2uNHiCjTnbe9TJVEDB.jpg,
4018,what women want,2000-01-01,낸시 마이어스,Paramount Pictures,,https://image.tmdb.org/t/p/w500/wamRJHN4OB1zSOAr35cJOnGooYg.jpg,
4019,finding forrester,2000-01-01,구스 반 산트,Laurence Mark Productions,,https://image.tmdb.org/t/p/w500/chd9bCGNYtzDoJqGw5wUHlhrkOb.jpg,
4020,gift the,2000-01-01,샘 레이미,Lakeshore Entertainment,,https://image.tmdb.org/t/p/w500/bMOJ4Yw2psmnT5hwinlvQWTkwe8.jpg,
4021,before night falls,2000-01-01,Julian Schnabel,El Mar Pictures,,https://image.tmdb.org/t/p/w500/4WD4RfjWO3DlwPyZbZryLKft7ZD.jpg,
4022,cast away,2000-01-01,로버트 저메키스,20th Century Fox,,https://image.tmdb.org/t/p/w500/cA1fQvEump2xc1fUd9Rl5VyzDB2.jpg,
4023,family man the,2000-01-01,브렛 래트너,Beacon Pictures,,https://image.tmdb.org/t/p/w500/y9w0uH5cB7T3iGZAefrTLmwvlzN.jpg,
4024,house of mirth the,2000-01-01,테렌스 데이비스,Granada Productions,,https://image.tmdb.org/t/p/w500/gCEboOrNXFmqE5pKUn42fTHZx8R.jpg,
4025,miss congeniality,2000-01-01,Donald Petrie,Village Roadshow Pictures,,https://image.tmdb.org/t/p/w500/xnV1Z2X0TCWJr5i0SiyM0qPsvGB.jpg,
4027,o brother where art thou,2000-01-01,조엘 코엔,Touchstone Pictures,,https://image.tmdb.org/t/p/w500/iy3Hp0GPisjgDeeWXFz1x4exkQu.jpg,
4029,state and main,2000-01-01,데이비드 매밋,Fine Line Features,,https://image.tmdb.org/t/p/w500/348hvpWeSGdAQlCrGvKbpC0FpQN.jpg,
4030,dracula 2000,2000-01-01,Patrick Lussier,Wes Craven Films,,https://image.tmdb.org/t/p/w500/jnAfl6GSZbBMigL98RJGbOSk4V1.jpg,
4031,all the pretty horses,2000-01-01,빌리 밥 손튼,Miramax,,https://image.tmdb.org/t/p/w500/6E4E7wYXw1DE2321F2hVNryLSk7.jpg,
4032,everlasting piece an,2000-01-01,배리 레빈슨,DreamWorks Pictures,,https://image.tmdb.org/t/p/w500/ozeKjgyCLOUufeqE0FqiuPO61Qv.jpg,
4033,thirteen days,2000-01-01,Roger Donaldson,New Line Cinema,,https://image.tmdb.org/t/p/w500/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg,
4034,traffic,2000-01-01,스티븐 소더버그,USA Films,,https://image.tmdb.org/t/p/w500/v6YrfR1e2OUAYbXrJ7hv3EiGNcg.jpg,
4035,claim the,2000-01-01,마이클 윈터바텀,Revolution Films,,https://image.tmdb.org/t/p/w500/drpLBTmnMOzDUVAd3jqeLjdolcf.jpg,
4036,shadow of the vampire,2000-01-01,E. Elias Merhige,BBC Film,,https://image.tmdb.org/t/p/w500/p5DwRIzuBe3QxtAyhHUwMQGTND3.jpg,
4037,house of games,1987-01-01,데이비드 매밋,Filmhaus,,https://image.tmdb.org/t/p/w500/kP3RVWf4N9WR2BLsiW1PkDvnQaV.jpg,
4039,annie,1982-01-01,존 휴스턴,Columbia Pictures,,https://image.tmdb.org/t/p/w500/xopqD99S1GqQOG8UAeSElsX9MeP.jpg,
4040,dont tell mom the babysitters dead,1991-01-01,Stephen Herek,Cinema Plus,,https://image.tmdb.org/t/p/w500/wIYhjykSq0yumZWBisKlAa83bUe.jpg,
4041,officer and a gentleman an,1982-01-01,Taylor Hackford,Paramount Pictures,,https://image.tmdb.org/t/p/w500/69adZbLeRk5TNQ3e0008dMnde9p.jpg,
4042,alamo the,1960-01-01,존 웨인,Batjac Productions,,https://image.tmdb.org/t/p/w500/54KNQfJnYZwhI3sPYyjXtptWGfg.jpg,
4043,at close range,1986-01-01,James Foley,Hemdale Film Corporation,,https://image.tmdb.org/t/p/w500/bOkXqMmLowHBZY9lptWi3ljOXx4.jpg,
4046,friendly persuasion,1956-01-01,윌리엄 와일러,Allied Artists,,https://image.tmdb.org/t/p/w500/gq14yLAc5UpcJ1BDpdAgUE3t0Um.jpg,
4047,gettysburg,1993-01-01,Ronald F. Maxwell,Esparza / Katz Productions,,https://image.tmdb.org/t/p/w500/566AVv5fwoQTdFy37JXc8QcyDSy.jpg,
4051,horrors of spider island,1960-01-01,Fritz Böttger,Rapid Film,,https://image.tmdb.org/t/p/w500/2UuJVFuLMtzNp2oz34fn1t96gtz.jpg,
4052,antitrust,2001-01-01,Peter Howitt,Industry Entertainment Partners,,https://image.tmdb.org/t/p/w500/ctaBEJVIz0VIjaBQ5Ca8Xp8SCrU.jpg,
4053,double take,2001-01-01,조지 갤로,Touchstone Pictures,,https://image.tmdb.org/t/p/w500/gNyudcF4Z8LVJn4IxauOptG6dcb.jpg,
4054,save the last dance,2001-01-01,Thomas Carter,MTV Films,,https://image.tmdb.org/t/p/w500/sV8GIxT3BjHIiwgKUNwk1S8VSLa.jpg,
4055,panic,2000-01-01,Henry Bromell,Artisan Entertainment,,https://image.tmdb.org/t/p/w500/gCaWBW6qQ0otWliRi0Gs4bAzgDX.jpg,
4056,pledge the,2001-01-01,숀 펜,Franchise Pictures,,https://image.tmdb.org/t/p/w500/jiH5kbnr9sYZCYTHKTzAazAC2xe.jpg,
4061,the man in the moon,1991-01-01,Robert Mulligan,MGM-Pathé Communications,,https://image.tmdb.org/t/p/w500/v4y1JWl8ZXt7DuAymQlzWFkY8Zd.jpg,
4062,mystic pizza,1988-01-01,Donald Petrie,The Samuel Goldwyn Company,,https://image.tmdb.org/t/p/w500/q87sZMQKzQK5YtZY486heEPAJM1.jpg,
4063,prelude to a kiss,1992-01-01,Norman René,Gruskoff/Levy Company,,https://image.tmdb.org/t/p/w500/2jircyuuGwx7OtFcSMVVXW0fNvv.jpg,
4064,coffy,1973-01-01,잭 힐,American International Pictures,,https://image.tmdb.org/t/p/w500/sN00Cvlahl6JLC2TAUBL0jZOqD3.jpg,
4065,foxy brown,1974-01-01,잭 힐,American International Pictures,,https://image.tmdb.org/t/p/w500/lAeEDcBgEqnxl9l7n7i4936ERi8.jpg,
4066,im gonna git you sucka,1988-01-01,Keenen Ivory Wayans,Ivory Way Productions,,https://image.tmdb.org/t/p/w500/4PZ0CED293fkLjwhPOQ6BpbUgU2.jpg,
4067,untamed heart,1993-01-01,토니 빌,Metro-Goldwyn-Mayer,,https://image.tmdb.org/t/p/w500/2NTqe5MGx5YAXyQuMvwXSevNHeQ.jpg,
4068,sugar  spice,2001-01-01,Francine McDougall,New Line Cinema,,https://image.tmdb.org/t/p/w500/etRwjWRjKrXYc7r1vpQLYwVu4ls.jpg,
4069,wedding planner the,2001-01-01,Adam Shankman,Tapestry Films,,https://image.tmdb.org/t/p/w500/F2ZQSDsOXBrSXXyDixqCKurDoq.jpg,
4077,with a friend like harry,2000-01-01,Dominik Moll,Diaphana Films,,https://image.tmdb.org/t/p/w500/voxd6FBUwZBTfO2jXxLrufQFhsz.jpg,
4078,amazing grace and chuck,1987-01-01,마이크 뉴웰,TriStar Pictures,,https://image.tmdb.org/t/p/w500/uEp2ZuH22RN4uPXRX6Y40XCcqWF.jpg,
4079,amazon women on the moon,1987-01-01,피터 호튼,Universal Pictures,,https://image.tmdb.org/t/p/w500/p77UlHHzyBUCKgdbLosrAnltDgw.jpg,
4080,baby boom,1987-01-01,찰스 샤이어,United Artists,,https://image.tmdb.org/t/p/w500/4Jy5U4HITJWUDYJc1NGgJLIjbWz.jpg,
4081,back to the beach,1987-01-01,Lyndall Hobbs,Paramount Pictures,,https://image.tmdb.org/t/p/w500/6LwAXK0nmeahNgoJz5sSigSwdwz.jpg,
4082,barfly,1987-01-01,Barbet Schroeder,Golan-Globus Productions,,https://image.tmdb.org/t/p/w500/uAsAVy7yoMZ2r5ZBQQXw4PKX3JY.jpg,
4083,best seller,1987-01-01,John Flynn,Orion Pictures,,https://image.tmdb.org/t/p/w500/gURIzutUWsQSed0jKodbRoeVVaR.jpg,
4084,beverly hills cop ii,1987-01-01,토니 스콧,Eddie Murphy Productions,,https://image.tmdb.org/t/p/w500/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,
4085,beverly hills cop,1984-01-01,Martin Brest,Paramount Pictures,,https://image.tmdb.org/t/p/w500/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,
4086,big easy the,1987-01-01,Jim McBride,Kings Road Entertainment,,https://image.tmdb.org/t/p/w500/h1zSdBuPRtKAD5R95dMQKMs5NyT.jpg,
4089,born in east la,1987-01-01,Cheech Marin,Universal Pictures,,https://image.tmdb.org/t/p/w500/mKoP0NNcumI9MQ6K8ughP5Kqt8Y.jpg,
4090,brave little toaster the,1987-01-01,Jerry Rees,The Kushner-Locke Company,,https://image.tmdb.org/t/p/w500/b3i8W7yhfrENlKUKT7oYUtDcUtt.jpg,
4091,cant buy me love,1987-01-01,Steve Rash,Apollo Pictures,,https://image.tmdb.org/t/p/w500/16b9rFfm8gx54Ffw2FsKjT1zbi8.jpg,
4092,cherry 2000,1987-01-01,Steve De Jarnatt,Orion Pictures,,https://image.tmdb.org/t/p/w500/t3uds00MHLsibhKLCL0BbCEGxXb.jpg,
4093,cop,1988-01-01,James B. Harris,Harris-Woods Productions,,https://image.tmdb.org/t/p/w500/gvk4Q4Txjegmup4A1QVyQm2Lb6d.jpg,
4102,eddie murphy raw,1987-01-01,로버트 타운센드,Eddie Murphy Productions,,https://image.tmdb.org/t/p/w500/irVU3PHIdg36Rh8tSKnKCdmHLEO.jpg,
4103,empire of the sun,1987-01-01,스티븐 스필버그,Warner Bros. Pictures,,https://image.tmdb.org/t/p/w500/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg,
4104,ernest goes to camp,1987-01-01,John Cherry,Silver Screen Partners II,,https://image.tmdb.org/t/p/w500/14GzgM3U2ABJ3h4ixhOkWpoQJAj.jpg,
4105,evil dead the,1981-01-01,샘 레이미,Renaissance Pictures,,https://image.tmdb.org/t/p/w500/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,
4109,flowers in the attic,1987-01-01,Jeffrey Bloom,Fries Entertainment Films,,https://image.tmdb.org/t/p/w500/upcJxm5AquYh9lTPaJEQ6tgoVbg.jpg,
4110,fourth protocol the,1987-01-01,John Mackenzie,The Rank Organisation,,https://image.tmdb.org/t/p/w500/9jNyRsCwwqRu4el1naIfvrQ7wvM.jpg,
4111,gardens of stone,1987-01-01,프랜시스 포드 코폴라,TriStar Pictures,,https://image.tmdb.org/t/p/w500/bptiOG8kCoq1WUpWEwMyAIaMED4.jpg,
4113,glass menagerie the,1987-01-01,폴 뉴먼,Cineplex Odeon Films,,https://image.tmdb.org/t/p/w500/zF02disLmOSyb3BSS4c50MC7xNo.jpg,
4115,hiding out,1987-01-01,Bob Giraldi,DEG,,https://image.tmdb.org/t/p/w500/f8MQACuMCtnD7ZVRGibcmVcISxg.jpg,
4116,hollywood shuffle,1987-01-01,로버트 타운센드,The Samuel Goldwyn Company,,https://image.tmdb.org/t/p/w500/xidkzvrJfBeZ6wVcVOxobZruiR7.jpg,
4117,hope and glory,1987-01-01,존 부어만,Columbia Pictures,,https://image.tmdb.org/t/p/w500/4xE9oW222uiaJwMWqAdGQw4puOX.jpg,
4121,innerspace,1987-01-01,조 단테,Amblin Entertainment,,https://image.tmdb.org/t/p/w500/A4azclZQjqeQxXvcok3rdUmuq8a.jpg,
4123,ishtar,1987-01-01,일레인 메이,Columbia Pictures,,https://image.tmdb.org/t/p/w500/dX7O1ixhaCSlAWadCYYvBKEdwYu.jpg,
4124,jaws the revenge,1987-01-01,Joseph Sargent,Universal Pictures,,https://image.tmdb.org/t/p/w500/6rO815hvmfbqNdCJByDVffjclbK.jpg,
4125,leonard part 6,1987-01-01,Paul Weiland,Columbia Pictures,,https://image.tmdb.org/t/p/w500/ouT2pkDmasvSUZNUmVIm5Gki6H.jpg,
4126,less than zero,1987-01-01,Marek Kanievska,Amercent Films,,https://image.tmdb.org/t/p/w500/8pFMuyJJwJLqOJ3Ljq3M5BFGbTF.jpg,
4127,like father like son,1987-01-01,Rod Daniel,TriStar Pictures,,https://image.tmdb.org/t/p/w500/68OY9pYmKc3F2G6yxaXhxhnnFcU.jpg,
4128,lost boys the,1987-01-01,조엘 슈마허,Warner Bros. Pictures,,https://image.tmdb.org/t/p/w500/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg,
4129,made in heaven,1987-01-01,Alan Rudolph,Lorimar Motion Pictures,,https://image.tmdb.org/t/p/w500/hW7bWzHswnmYix1rnH9brQmgmAl.jpg,
4130,maid to order,1987-01-01,Amy Holden Jones,The Vista Organization,,https://image.tmdb.org/t/p/w500/5C1MIa1QaLDhvwd5sycUIK4wu06.jpg,
4131,making mr right,1987-01-01,Susan Seidelman,Orion Pictures,,https://image.tmdb.org/t/p/w500/qsJFNUQz1ObK85kRk06ahyW5dKr.jpg,
4132,mannequin,1987-01-01,Michael Gottlieb,Gladden Entertainment,,https://image.tmdb.org/t/p/w500/a8uvNay9LUDsJZzjae4QdfGJsmg.jpg,
4133,masters of the universe,1987-01-01,Gary Goddard,Pressman Film,,https://image.tmdb.org/t/p/w500/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,
4135,monster squad the,1987-01-01,Fred Dekker,TriStar Pictures,,https://image.tmdb.org/t/p/w500/8EVuqCcqFzQvc7X8E3fx3w4B5Td.jpg,
4138,my demon lover,1987-01-01,Charlie Loventhal,New Line Cinema,,https://image.tmdb.org/t/p/w500/vbag5UO0hgPyQFD115iEe7EqyHz.jpg,
4139,no mans land,1987-01-01,Peter Werner,Orion Pictures,,https://image.tmdb.org/t/p/w500/h3F9Pm9Tav6aQolv3DqQ0DVvIYs.jpg,
4141,head over heels,2001-01-01,Mark Waters,Robert Simonds Productions,,https://image.tmdb.org/t/p/w500/73jsG7XuliOBEO4sUkHbrtLtA7V.jpg,
4142,left behind the movie,2000-01-01,Vic Sarin,Namesake Entertainment,,https://image.tmdb.org/t/p/w500/5kT3kifA8Xwkjm1YmSubTw1GwK0.jpg,
4143,valentine,2001-01-01,Jamie Blanks,NPV Entertainment,,https://image.tmdb.org/t/p/w500/9inuxOLhXunAUTGEAdHsEbePwXa.jpg,
4144,in the mood for love,2000-01-01,왕가위,Block 2 Pictures,,https://image.tmdb.org/t/p/w500/c6Xh8CqkKbaVRsmYfJGGiZXSjtn.jpg,
4146,million dollar hotel the,2001-01-01,빔 벤더스,Kintop Pictures,,https://image.tmdb.org/t/p/w500/iapeZWManE9ejkJF3YDGszPkPUI.jpg,
4147,nico and dani,2000-01-01,Cesc Gay,Messidor Films,,https://image.tmdb.org/t/p/w500/AjbyMOa7Oxyam7ENHz1hARwFJHp.jpg,
4148,hannibal,2001-01-01,리들리 스콧,The De Laurentiis Company,,https://image.tmdb.org/t/p/w500/2RTVgyzK6BvhVVev11GxQJv6Zip.jpg,
4149,saving silverman,2001-01-01,Dennis Dugan,Columbia Pictures,,https://image.tmdb.org/t/p/w500/6XUKnPRfQbiE2P7kdllagM7aNvO.jpg,
4152,vatel,2000-01-01,Roland Joffé,Gaumont,,https://image.tmdb.org/t/p/w500/qxtzOlO5FqFgSOGnNr0kFzo2Ho7.jpg,
4153,down to earth,2001-01-01,폴 와이츠,Paramount Pictures,,https://image.tmdb.org/t/p/w500/w2XM4YCfBOOWEL4a0abQji7QxwI.jpg,
4154,recess schools out,2001-01-01,Chuck Sheetz,Disney Television Animation,,https://image.tmdb.org/t/p/w500/qsUCoeTwCNIrvDrUiWlTCgyRFZy.jpg,
4155,sweet november,2001-01-01,Pat O'Connor,Bel Air Entertainment,,https://image.tmdb.org/t/p/w500/j0e1AgUrbofjQEaIzIBfN1Ok6Tt.jpg,
4156,company man,2000-01-01,Peter Askin,Film Foundry Partners,,https://image.tmdb.org/t/p/w500/qtHajQHigcU44j5DEgOdLbQev8u.jpg,
4158,monkeybone,2001-01-01,헨리 셀릭,1492 Pictures,,https://image.tmdb.org/t/p/w500/zyqYnerCqErq6WTZg4o2uwujp2i.jpg,
4159,3000 miles to graceland,2001-01-01,Demian Lichtenstein,Franchise Pictures,,https://image.tmdb.org/t/p/w500/mayUdegk7OnpeCySiu4pNbQ9nLh.jpg,
4161,mexican the,2001-01-01,고어 버빈스키,Newmarket Films,,https://image.tmdb.org/t/p/w500/viicyYB3GD9JN2cS7pOONZFmJ7k.jpg,
4164,cavemans valentine the,2001-01-01,Kasi Lemmons,Jersey Shore,,https://image.tmdb.org/t/p/w500/xWjoiGvFZPXuBi93reGblvDHIax.jpg,
4166,series 7 the contenders,2001-01-01,Daniel Minahan,October Films,,https://image.tmdb.org/t/p/w500/85tuJxQdjQcec3DTMc9dxwlYYfi.jpg,
4167,15 minutes,2001-01-01,John Herzfeld,Industry Entertainment Partners,,https://image.tmdb.org/t/p/w500/1qGyTDp4K4J2RjGtT5hR81ilX9r.jpg,
4168,get over it,2001-01-01,Tommy O'Haver,Miramax,,https://image.tmdb.org/t/p/w500/hS1jjzTe4P8GMWGnvca7HIndPEX.jpg,
4174,avalon,1990-01-01,배리 레빈슨,TriStar Pictures,,https://image.tmdb.org/t/p/w500/lsyPs8pU6hIJCS5sw0H9Q8Tl1nJ.jpg,
4175,grays anatomy,1996-01-01,스티븐 소더버그,Independent Film Channel,,https://image.tmdb.org/t/p/w500/oe7nbYwJj4gwk5oL0BiQMw7Eb0a.jpg,
4178,of mice and men,1939-01-01,Lewis Milestone,Hal Roach Studios,,https://image.tmdb.org/t/p/w500/ihgGS9K8pCYdgb9SpanxoKcJ0Al.jpg,
4180,reform school girls,1986-01-01,Tom DeSimone,New World Pictures,,https://image.tmdb.org/t/p/w500/vcAnrOJgGsXDCas67P4VPLVVBkA.jpg,
4181,tapeheads,1988-01-01,Bill Fishman,Peter McCarthy / Front Films,,https://image.tmdb.org/t/p/w500/aVNP2JdzqKaqvOzBcYvI4s68rKY.jpg,
4184,bishops wife the,1947-01-01,Henry Koster,RKO Radio Pictures,,https://image.tmdb.org/t/p/w500/2sMpffmvoJlW7WBcvyHTPR9DEsj.jpg,
4187,lilies of the field,1963-01-01,Ralph Nelson,Rainbow Productions,,https://image.tmdb.org/t/p/w500/gYoVx2m8NP2hTWnEpwNeROIWrQ4.jpg,
4189,greatest story ever told the,1965-01-01,조지 스티븐스,George Stevens Jr. Productions,,https://image.tmdb.org/t/p/w500/c21ON7BZn0jwdNl6ibZ1vhXJmpy.jpg,
4190,elmer gantry,1960-01-01,Richard Brooks,United Artists,,https://image.tmdb.org/t/p/w500/5vd031r08rrfSMqtB9UarwqCUOz.jpg,
4191,alfie,1966-01-01,Lewis Gilbert,Paramount Pictures,,https://image.tmdb.org/t/p/w500/tPUqgfGMkZazRZ1UO41j2Fiib5C.jpg,
4194,i know where im going,1945-01-01,Michael Powell,The Archers,,https://image.tmdb.org/t/p/w500/i0Tq9xHqjlm3TjMYAJEq3hFnpQb.jpg,
4195,abominable dr phibes the,1971-01-01,Robert Fuest,Amicus Productions,,https://image.tmdb.org/t/p/w500/4853HMKlJl1RozE6OyHBKQemCE0.jpg,
4197,real life,1979-01-01,앨버트 브룩스,Paramount Pictures,,https://image.tmdb.org/t/p/w500/ob5XDp8Yb22iwrgbe5TF7lctgp8.jpg,
4198,battle beyond the stars,1980-01-01,Jimmy T. Murakami,New World Pictures,,https://image.tmdb.org/t/p/w500/jTZIZlBFWHq42u7hGEcSVxJOxH5.jpg,
4200,double impact,1991-01-01,Sheldon Lettich,Stone Group Pictures,,https://image.tmdb.org/t/p/w500/36DJ3rYBWpENfkTXK6qSWnke85d.jpg,
4202,fuzz,1972-01-01,Richard A. Colla,Filmways Pictures,,https://image.tmdb.org/t/p/w500/fnN2i4VYgihnbKuFjS3bCmWQHJT.jpg,
4203,harley davidson and the marlboro man,1991-01-01,Simon Wincer,Krisjair,,https://image.tmdb.org/t/p/w500/mmkPIxTgTcOuB2FR4zSZa817cSG.jpg,
4204,losin it,1983-01-01,커티스 핸슨,Tijuana Productions,,https://image.tmdb.org/t/p/w500/7BQP8GzBW4ZZxqcc5tDH68yNeAI.jpg,
4205,mermaids,1990-01-01,Richard Benjamin,Orion Pictures,,https://image.tmdb.org/t/p/w500/1VufMcp0euY2LpmKiVv8xnbB9Om.jpg,
4207,navy seals,1990-01-01,Lewis Teague,Orion Pictures,,https://image.tmdb.org/t/p/w500/8SGNGtWDOTbbT9XsMTgfoVHGb2s.jpg,
4210,manhunter,1986-01-01,마이클 만,DEG,,https://image.tmdb.org/t/p/w500/6rb24x39vV8n5301IelC8rCPJTH.jpg,
4211,reversal of fortune,1990-01-01,Barbet Schroeder,Shochiku-Fuji Company,,https://image.tmdb.org/t/p/w500/jEmFeHPsoyHk6RRZslKzC5NVFad.jpg,
4212,death on the nile,1978-01-01,John Guillermin,Mersham Productions,,https://image.tmdb.org/t/p/w500/7qEymSp6wCT19AJxb7T3u6aKpi1.jpg,
4214,revenge of the nerds,1984-01-01,Jeff Kanew,Interscope Communications,,https://image.tmdb.org/t/p/w500/v8aETLufi4WIinhQ994oWkehtaC.jpg,
4215,revenge of the nerds ii nerds in paradise,1987-01-01,Joe Roth,American Entertainment Partners L.P.,,https://image.tmdb.org/t/p/w500/cza5sS7AzexM4rLQSvfGzGX8a3N.jpg,
4217,4 little girls,1997-01-01,스파이크 리,40 Acres and a Mule Filmworks,,https://image.tmdb.org/t/p/w500/7kbV3fDjuy9dQmcuZuT9NKNAEix.jpg,
4218,rivers edge,1986-01-01,Tim Hunter,Island,,https://image.tmdb.org/t/p/w500/bT68aKa9d7zDF7Z8MaskbWBRqzb.jpg,
4219,girls just want to have fun,1985-01-01,Alan Metter,New World Pictures,,https://image.tmdb.org/t/p/w500/yhbuTnTA6wu5hOXL5uc3rRFLnCl.jpg,
