work_id,type,rating
110655,movie,2.0
110669,movie,3.75
110718,movie,4.0
110730,movie,2.29
110746,movie,4.0
110771,movie,2.92
110773,movie,0.5
110781,movie,2.5
110826,movie,1.5
110882,movie,3.83
111113,movie,3.29
111146,movie,4.5
111320,movie,1.5
111360,movie,2.82
111362,movie,3.83
111364,movie,2.62
111375,movie,2.5
111384,movie,4.0
111443,movie,2.75
111551,movie,3.5
111617,movie,3.81
111622,movie,4.0
111659,movie,2.75
111663,movie,2.5
111680,movie,1.5
111732,movie,3.5
111743,movie,2.96
111759,movie,3.98
111781,movie,3.65
111785,movie,0.5
111795,movie,3.0
111800,movie,3.0
111817,movie,3.5
111844,movie,3.5
111913,movie,4.5
111921,movie,3.39
112006,movie,3.83
112070,movie,3.5
112138,movie,3.68
112171,movie,3.28
112175,movie,3.77
112183,movie,3.35
112290,movie,3.82
112303,movie,1.5
112316,movie,2.5
112326,movie,1.0
112334,movie,4.5
112370,movie,1.88
112421,movie,4.33
112450,movie,2.0
112454,movie,3.5
112460,movie,2.25
112497,movie,2.0
112515,movie,4.5
112552,movie,4.04
112556,movie,3.72
112580,movie,4.0
112623,movie,3.43
112727,movie,3.0
112749,movie,2.0
112788,movie,2.6
112804,movie,3.83
112818,movie,3.3
112852,movie,4.05
112868,movie,4.5
112897,movie,3.5
112911,movie,2.0
112940,movie,4.5
113159,movie,3.5
113186,movie,3.0
113207,movie,3.5
113225,movie,3.0
113252,movie,4.25
113275,movie,4.5
113278,movie,3.0
113280,movie,4.0
113313,movie,3.5
113345,movie,2.0
113348,movie,2.75
113350,movie,1.5
113374,movie,3.0
113378,movie,2.3
113394,movie,4.0
113416,movie,1.5
113453,movie,3.1
113532,movie,3.5
113565,movie,4.0
113573,movie,3.25
113604,movie,2.0
113705,movie,3.5
113741,movie,4.0
113780,movie,3.0
113829,movie,5.0
113862,movie,4.0
114028,movie,4.0
114044,movie,3.5
114060,movie,2.83
114066,movie,4.0
114074,movie,3.33
114126,movie,2.5
114180,movie,2.94
114184,movie,3.5
114246,movie,3.0
114265,movie,5.0
114396,movie,1.5
114494,movie,1.5
114554,movie,1.0
114601,movie,2.75
114627,movie,3.25
114662,movie,3.8
114670,movie,3.5
114678,movie,4.25
114707,movie,3.0
114713,movie,3.0
114762,movie,2.83
114795,movie,3.5
114818,movie,2.17
114925,movie,2.0
114935,movie,3.9
115065,movie,2.0
115111,movie,3.5
115122,movie,4.83
115149,movie,3.84
115151,movie,2.0
115170,movie,2.5
115210,movie,3.77
115216,movie,3.0
115231,movie,3.25
115502,movie,3.5
115569,movie,4.17
115617,movie,3.85
115664,movie,4.0
115667,movie,3.5
115680,movie,3.83
115713,movie,3.91
115727,movie,5.0
115819,movie,3.0
115828,movie,4.5
115877,movie,3.67
116138,movie,2.0
116169,movie,2.5
116207,movie,1.5
116411,movie,4.5
116413,movie,3.0
116419,movie,1.5
116505,movie,3.0
116668,movie,4.0
116718,movie,3.5
116724,movie,4.0
116738,movie,3.5
116797,movie,4.02
116799,movie,3.67
116817,movie,4.5
116823,movie,3.87
116849,movie,2.5
116887,movie,2.75
116897,movie,4.25
116941,movie,2.0
116963,movie,1.5
116977,movie,2.33
116985,movie,1.5
117107,movie,2.5
117109,movie,3.0
117133,movie,3.5
117176,movie,3.71
117192,movie,4.5
117364,movie,4.0
117368,movie,3.5
117444,movie,3.0
117466,movie,3.5
117511,movie,3.0
117529,movie,3.26
117531,movie,5.0
117533,movie,3.88
117545,movie,3.75
117572,movie,2.5
117590,movie,3.64
117630,movie,1.0
117646,movie,4.5
117849,movie,4.5
117851,movie,3.7
117867,movie,4.0
117877,movie,3.0
117881,movie,3.8
117887,movie,4.0
117895,movie,1.83
117922,movie,3.5
118082,movie,3.5
118198,movie,2.5
118248,movie,1.5
118270,movie,5.0
118290,movie,2.0
118326,movie,2.0
118354,movie,3.0
118512,movie,1.5
118530,movie,4.5
118572,movie,3.5
118696,movie,3.42
118700,movie,2.5
118702,movie,2.5
118706,movie,4.0
118784,movie,3.5
118814,movie,2.0
118834,movie,5.0
118862,movie,4.0
118880,movie,3.5
118888,movie,4.25
118894,movie,5.0
118896,movie,4.0
118900,movie,2.9
118924,movie,3.0
118930,movie,4.5
118985,movie,3.75
118997,movie,2.8
119068,movie,2.0
119141,movie,3.46
119145,movie,3.99
119153,movie,4.5
119155,movie,3.5
119167,movie,3.5
119218,movie,2.5
119655,movie,2.25
119714,movie,3.5
119828,movie,3.0
119964,movie,2.0
120130,movie,5.0
120138,movie,5.0
120466,movie,3.25
120478,movie,4.33
120625,movie,4.5
120635,movie,2.7
120637,movie,2.5
120761,movie,3.5
120783,movie,2.5
120799,movie,2.5
120807,movie,4.0
120827,movie,3.0
120919,movie,3.0
121007,movie,4.0
121035,movie,2.0
121097,movie,2.75
121099,movie,2.5
121129,movie,2.5
121169,movie,3.5
121171,movie,4.0
121231,movie,4.12
121253,movie,3.0
121338,movie,4.5
121342,movie,3.5
121372,movie,4.5
121374,movie,4.5
121469,movie,4.5
121781,movie,5.0
122246,movie,0.5
122260,movie,2.5
122433,movie,1.0
122490,movie,1.5
122627,movie,0.5
122882,movie,3.82
122884,movie,2.5
122886,movie,3.85
122890,movie,3.42
122892,movie,3.52
122898,movie,2.5
122900,movie,3.72
122902,movie,2.1
122904,movie,3.83
122906,movie,3.73
122912,movie,4.0
122916,movie,4.03
122918,movie,3.93
122920,movie,3.61
122922,movie,3.7
122924,movie,3.07
122932,movie,2.0
123200,movie,4.5
123310,movie,2.0
123545,movie,3.0
123553,movie,1.0
123947,movie,2.75
124273,movie,4.5
124404,movie,5.0
124484,movie,3.0
124851,movie,5.0
124853,movie,4.0
124859,movie,2.0
125221,movie,0.5
125914,movie,3.0
125916,movie,1.0
125970,movie,3.5
125974,movie,3.75
126088,movie,5.0
126090,movie,4.5
126142,movie,4.0
126420,movie,1.5
126426,movie,4.0
126482,movie,3.0
126548,movie,3.25
126577,movie,4.0
126921,movie,5.0
127052,movie,3.83
127096,movie,3.75
127098,movie,4.38
127108,movie,3.88
127114,movie,4.0
127116,movie,4.5
127130,movie,4.0
127132,movie,2.0
127134,movie,3.5
127136,movie,3.25
127146,movie,3.0
127152,movie,4.25
127164,movie,3.5
127184,movie,4.0
127194,movie,2.0
127198,movie,3.58
127202,movie,3.75
127204,movie,3.75
127212,movie,4.5
127298,movie,4.0
127319,movie,1.5
127323,movie,1.0
127390,movie,4.0
128087,movie,5.0
128097,movie,4.0
128099,movie,4.5
128197,movie,2.0
128360,movie,3.75
128488,movie,3.0
128512,movie,2.0
128520,movie,3.8
128542,movie,3.5
128592,movie,1.0
128620,movie,3.9
128695,movie,2.5
128832,movie,3.5
128838,movie,3.5
128842,movie,4.0
128852,movie,3.75
128902,movie,4.0
128908,movie,4.0
128914,movie,5.0
128944,movie,3.5
128968,movie,4.0
128975,movie,2.88
128991,movie,4.5
129011,movie,3.5
129229,movie,2.0
129313,movie,4.0
129333,movie,1.5
129354,movie,3.25
129397,movie,2.75
129428,movie,3.0
129514,movie,5.0
129657,movie,1.0
129659,movie,3.5
129737,movie,2.25
129779,movie,2.5
129937,movie,2.17
130050,movie,3.0
130052,movie,3.5
130073,movie,4.0
130083,movie,2.0
130087,movie,3.75
130444,movie,4.0
130450,movie,2.5
130452,movie,4.0
130482,movie,4.0
130490,movie,2.83
130518,movie,4.0
130520,movie,3.25
130578,movie,4.0
130634,movie,2.75
130686,movie,3.0
130840,movie,4.5
130970,movie,5.0
130976,movie,4.5
130978,movie,5.0
131013,movie,3.12
131023,movie,4.5
131098,movie,5.0
131104,movie,4.5
131130,movie,5.0
131237,movie,5.0
131439,movie,3.0
131480,movie,2.0
131578,movie,2.5
131656,movie,3.0
131714,movie,3.0
131739,movie,3.0
131749,movie,3.0
131796,movie,4.0
131826,movie,3.75
131920,movie,4.5
131934,movie,1.0
132046,movie,2.5
132153,movie,5.0
132157,movie,2.75
132333,movie,5.0
132362,movie,3.5
132422,movie,3.25
132424,movie,1.75
132454,movie,3.5
132488,movie,2.0
132496,movie,4.5
132584,movie,3.5
132618,movie,1.5
132660,movie,3.75
132796,movie,1.88
132800,movie,3.0
132888,movie,3.0
133115,movie,4.0
133195,movie,1.5
133217,movie,3.5
133281,movie,2.0
133365,movie,2.0
133377,movie,1.5
133419,movie,3.44
133545,movie,1.0
133645,movie,4.0
133712,movie,3.75
133771,movie,4.0
133780,movie,3.0
133782,movie,2.0
133798,movie,1.5
133802,movie,4.25
133832,movie,3.5
133867,movie,4.5
133879,movie,4.0
134004,movie,5.0
134021,movie,2.5
134041,movie,4.0
134095,movie,5.0
134109,movie,5.0
134130,movie,4.0
134158,movie,1.5
134170,movie,3.71
134184,movie,4.5
134214,movie,3.5
134246,movie,0.5
134248,movie,3.0
134252,movie,4.5
134326,movie,4.5
134334,movie,4.5
134368,movie,3.69
134393,movie,3.2
134515,movie,3.0
134524,movie,3.0
134528,movie,0.5
134775,movie,2.0
134783,movie,2.0
134796,movie,5.0
134808,movie,2.0
134847,movie,5.0
134849,movie,4.0
134853,movie,3.81
134859,movie,3.5
134881,movie,4.33
135133,movie,3.7
135137,movie,2.58
135143,movie,3.68
135198,movie,4.0
135216,movie,0.5
135288,movie,3.0
135436,movie,3.07
135456,movie,3.25
135518,movie,2.75
135532,movie,3.33
135534,movie,3.5
135536,movie,2.92
135567,movie,2.38
135569,movie,3.47
135777,movie,4.5
135787,movie,3.5
135803,movie,3.5
135815,movie,4.0
135861,movie,2.78
135885,movie,3.0
135887,movie,3.17
135937,movie,3.0
136012,movie,1.5
136016,movie,3.0
136018,movie,2.5
136020,movie,3.06
136024,movie,3.0
136297,movie,0.5
136305,movie,1.0
136341,movie,5.0
136353,movie,5.0
136355,movie,5.0
136359,movie,5.0
136443,movie,1.5
136445,movie,5.0
136447,movie,5.0
136449,movie,3.75
136469,movie,5.0
136471,movie,3.5
136503,movie,5.0
136511,movie,2.0
136556,movie,5.0
136562,movie,3.75
136564,movie,2.5
136598,movie,3.42
136602,movie,3.0
136654,movie,1.5
136664,movie,1.0
136666,movie,2.25
136778,movie,2.0
136786,movie,1.5
136800,movie,1.5
136816,movie,2.5
136834,movie,5.0
136838,movie,2.5
136840,movie,3.5
136850,movie,5.0
136859,movie,1.5
136864,movie,2.34
136912,movie,2.0
137218,movie,2.5
137337,movie,3.5
137345,movie,2.0
137595,movie,4.0
137857,movie,3.64
137863,movie,4.0
138036,movie,3.47
138186,movie,0.5
138204,movie,4.0
138208,movie,3.0
138210,movie,3.3
138396,movie,3.5
138610,movie,1.5
138632,movie,5.0
138702,movie,3.0
138798,movie,0.5
138966,movie,5.0
139052,movie,2.0
139130,movie,2.5
139385,movie,3.9
139415,movie,3.0
139511,movie,3.0
139640,movie,5.0
139642,movie,2.83
139644,movie,3.55
139655,movie,3.0
139747,movie,3.5
139855,movie,3.25
139857,movie,1.5
139859,movie,2.5
139915,movie,2.25
139994,movie,4.0
140016,movie,2.0
140038,movie,4.5
140110,movie,3.65
140133,movie,5.0
140162,movie,4.5
140174,movie,3.56
140237,movie,2.0
140247,movie,3.25
140265,movie,5.0
140267,movie,4.0
140289,movie,4.0
140301,movie,3.0
140359,movie,4.0
140481,movie,4.5
140523,movie,3.5
140525,movie,1.5
140541,movie,4.0
140627,movie,5.0
140711,movie,2.67
140715,movie,4.21
140725,movie,3.5
140816,movie,4.5
140850,movie,2.0
140852,movie,1.0
140928,movie,3.2
141004,movie,3.25
141400,movie,4.0
141408,movie,3.75
141422,movie,2.5
141513,movie,4.0
141544,movie,3.5
141646,movie,3.5
141668,movie,0.5
141688,movie,3.5
141718,movie,5.0
141749,movie,3.75
141799,movie,3.5
141810,movie,4.0
141818,movie,4.5
141830,movie,3.25
141836,movie,4.5
141844,movie,4.5
141846,movie,4.0
141890,movie,3.0
141928,movie,5.0
141994,movie,0.5
142020,movie,5.0
142056,movie,3.0
142074,movie,1.5
142115,movie,4.75
142196,movie,4.5
142222,movie,3.12
142366,movie,3.0
142372,movie,2.75
142420,movie,3.0
142422,movie,4.25
142424,movie,2.0
142448,movie,3.08
142488,movie,4.16
142507,movie,2.5
142509,movie,3.75
142536,movie,2.0
142550,movie,4.5
142558,movie,3.0
142598,movie,4.0
142831,movie,4.5
142961,movie,2.5
142997,movie,2.88
143001,movie,1.5
143031,movie,5.0
143245,movie,2.25
143257,movie,3.0
143355,movie,3.31
143365,movie,2.5
143367,movie,3.75
143385,movie,3.44
143458,movie,4.0
143472,movie,1.5
143511,movie,5.0
143525,movie,4.0
143559,movie,5.0
143859,movie,2.81
143896,movie,4.5
143969,movie,2.83
144210,movie,4.0
144222,movie,3.0
144262,movie,2.0
144352,movie,0.5
144478,movie,4.5
144522,movie,2.0
144606,movie,4.0
144620,movie,2.0
144714,movie,1.5
144716,movie,2.0
144734,movie,4.5
144976,movie,4.5
145080,movie,2.5
145150,movie,3.0
145283,movie,3.5
145418,movie,4.0
145491,movie,3.5
145724,movie,0.5
145745,movie,2.5
145839,movie,2.5
145935,movie,1.5
145951,movie,0.5
145994,movie,5.0
146024,movie,4.0
146028,movie,4.0
146244,movie,4.0
146309,movie,4.0
146656,movie,3.75
146662,movie,5.0
146682,movie,4.0
146684,movie,5.0
146688,movie,2.0
147002,movie,4.0
147142,movie,3.0
147282,movie,4.0
147286,movie,5.0
147326,movie,5.0
147372,movie,3.75
147374,movie,4.17
147376,movie,4.75
147378,movie,3.0
147380,movie,2.88
147382,movie,4.5
147410,movie,5.0
147657,movie,4.0
147662,movie,3.0
148172,movie,2.5
148238,movie,2.5
148424,movie,3.75
148482,movie,3.0
148592,movie,3.0
148626,movie,3.96
148652,movie,3.25
148667,movie,3.5
148709,movie,2.0
148775,movie,4.0
148881,movie,4.5
148888,movie,2.5
148956,movie,3.12
148978,movie,4.0
148982,movie,4.0
149011,movie,3.5
149144,movie,4.0
149146,movie,4.0
149350,movie,5.0
149352,movie,2.67
149354,movie,2.5
149406,movie,3.38
149508,movie,5.0
149590,movie,2.5
149612,movie,2.0
149830,movie,4.5
149902,movie,2.0
150254,movie,2.0
150401,movie,3.0
150548,movie,3.85
150554,movie,5.0
150596,movie,4.25
150604,movie,2.5
150696,movie,4.5
150993,movie,4.0
151311,movie,3.0
151315,movie,2.0
151317,movie,2.0
151455,movie,2.83
151479,movie,1.5
151501,movie,1.5
151557,movie,2.5
151559,movie,2.0
151653,movie,1.5
151687,movie,0.5
151695,movie,4.0
151739,movie,2.88
151745,movie,0.5
151759,movie,2.5
151763,movie,4.0
151769,movie,5.0
151777,movie,3.0
151781,movie,3.5
152063,movie,0.5
152065,movie,3.5
152071,movie,1.5
152077,movie,3.68
152079,movie,2.0
152081,movie,3.89
152083,movie,3.33
152085,movie,2.5
152091,movie,3.12
152105,movie,4.5
152173,movie,4.0
152270,movie,3.5
152284,movie,3.5
152372,movie,3.5
152591,movie,4.0
152658,movie,1.5
152970,movie,4.38
153070,movie,3.5
153236,movie,3.0
153386,movie,3.0
153408,movie,4.0
154065,movie,2.0
154975,movie,4.0
155064,movie,3.0
155168,movie,4.0
155288,movie,2.83
155509,movie,3.5
155659,movie,4.0
155743,movie,2.0
155774,movie,3.5
155812,movie,3.25
155820,movie,2.5
155892,movie,2.0
156025,movie,5.0
156371,movie,4.17
156387,movie,3.83
156553,movie,2.5
156607,movie,1.0
156609,movie,2.6
156675,movie,2.0
156706,movie,2.5
156726,movie,2.67
156781,movie,4.0
156783,movie,2.5
157110,movie,4.5
157122,movie,3.0
157130,movie,2.0
157172,movie,0.5
157200,movie,2.25
157270,movie,2.5
157296,movie,3.58
157312,movie,2.67
157340,movie,2.5
157369,movie,4.0
157407,movie,1.5
157432,movie,1.0
157699,movie,3.83
157865,movie,1.5
158022,movie,1.5
158027,movie,5.0
158035,movie,3.5
158238,movie,3.83
158254,movie,1.5
158388,movie,2.5
158398,movie,5.0
158402,movie,2.5
158528,movie,2.5
158721,movie,3.5
158783,movie,2.67
158813,movie,2.0
158830,movie,2.5
158842,movie,3.5
158872,movie,3.64
158874,movie,3.0
158882,movie,5.0
158956,movie,2.5
158966,movie,4.5
158972,movie,3.67
159061,movie,3.0
159077,movie,2.5
159093,movie,3.64
159403,movie,3.0
159415,movie,3.25
159441,movie,3.5
159510,movie,2.0
159690,movie,2.0
159717,movie,3.75
159755,movie,2.75
159811,movie,5.0
159849,movie,2.5
159858,movie,2.25
160080,movie,3.12
160271,movie,3.62
160289,movie,4.5
160341,movie,2.5
160400,movie,3.0
160422,movie,3.0
160438,movie,2.72
160527,movie,4.5
160563,movie,3.08
160565,movie,2.75
160567,movie,3.33
160569,movie,1.0
160571,movie,3.0
160573,movie,3.0
160644,movie,5.0
160646,movie,2.5
160684,movie,3.5
160718,movie,4.5
160730,movie,2.0
160836,movie,3.0
160848,movie,4.5
160872,movie,0.5
160954,movie,2.62
160978,movie,1.0
160980,movie,3.17
161024,movie,4.5
161032,movie,2.5
161044,movie,3.0
161127,movie,3.75
161131,movie,3.62
161290,movie,1.0
161354,movie,3.0
161580,movie,3.83
161582,movie,3.56
161594,movie,3.5
161634,movie,3.3
161830,movie,1.0
161918,movie,1.5
161922,movie,3.25
161966,movie,4.0
162082,movie,3.5
162344,movie,5.0
162350,movie,3.58
162478,movie,4.0
162578,movie,4.0
162590,movie,1.0
162598,movie,3.5
162600,movie,3.0
162602,movie,4.5
162606,movie,3.0
162828,movie,2.5
162968,movie,4.0
163056,movie,4.0
163072,movie,5.0
163112,movie,5.0
163134,movie,4.0
163527,movie,4.0
163639,movie,4.0
163645,movie,3.94
163809,movie,2.5
163925,movie,5.0
163937,movie,3.5
163981,movie,3.5
163985,movie,4.5
164179,movie,3.98
164200,movie,4.0
164226,movie,4.5
164280,movie,3.5
164367,movie,5.0
164375,movie,1.5
164540,movie,3.5
164647,movie,2.5
164655,movie,2.0
164707,movie,4.0
164753,movie,2.0
164881,movie,1.5
164909,movie,3.39
164917,movie,4.5
165075,movie,2.5
165101,movie,2.88
165103,movie,3.75
165139,movie,2.0
165343,movie,1.5
165347,movie,2.0
165483,movie,4.0
165529,movie,2.0
165549,movie,2.9
165551,movie,4.5
165635,movie,1.0
165639,movie,3.83
165645,movie,0.5
165671,movie,4.5
165843,movie,4.0
165947,movie,3.25
165959,movie,5.0
165969,movie,4.0
166015,movie,3.5
166183,movie,5.0
166203,movie,4.0
166291,movie,4.0
166461,movie,3.45
166492,movie,3.5
166528,movie,3.93
166534,movie,3.33
166558,movie,3.0
166568,movie,4.5
166635,movie,3.67
166643,movie,3.8
166705,movie,3.0
166946,movie,4.25
167018,movie,3.12
167036,movie,3.75
167064,movie,5.0
167296,movie,0.5
167370,movie,2.5
167380,movie,4.5
167538,movie,1.0
167634,movie,4.5
167706,movie,2.5
167732,movie,3.5
167746,movie,3.71
167790,movie,3.5
168026,movie,4.0
168090,movie,4.0
168174,movie,3.0
168218,movie,4.5
168248,movie,4.14
168250,movie,3.63
168252,movie,4.28
168254,movie,3.12
168266,movie,3.75
168326,movie,4.0
168350,movie,2.5
168358,movie,2.5
168366,movie,3.5
168418,movie,3.8
168456,movie,2.0
168492,movie,3.75
168608,movie,3.0
168612,movie,3.75
168632,movie,4.0
168712,movie,1.0
168846,movie,4.5
169180,movie,2.5
169670,movie,1.5
169904,movie,2.0
169958,movie,1.0
169982,movie,3.0
169984,movie,2.8
169992,movie,3.5
170289,movie,1.0
170297,movie,2.0
170357,movie,4.0
170399,movie,4.0
170401,movie,3.0
170551,movie,2.5
170597,movie,5.0
170697,movie,4.12
170777,movie,5.0
170813,movie,3.0
170817,movie,4.0
170827,movie,3.5
170837,movie,4.0
170875,movie,2.33
170897,movie,2.0
170907,movie,4.0
170937,movie,3.0
170939,movie,3.5
170945,movie,3.5
170957,movie,3.0
170993,movie,4.0
171023,movie,4.0
171251,movie,4.0
171695,movie,3.0
171701,movie,3.5
171751,movie,2.5
171759,movie,3.0
171763,movie,4.33
171765,movie,3.75
171811,movie,4.0
171867,movie,3.25
172013,movie,3.0
172229,movie,3.0
172233,movie,2.5
172253,movie,3.0
172461,movie,3.0
172547,movie,2.25
172577,movie,5.0
172583,movie,5.0
172585,movie,5.0
172587,movie,5.0
172589,movie,5.0
172705,movie,5.0
172793,movie,5.0
172825,movie,4.5
172875,movie,5.0
172881,movie,3.5
172887,movie,3.0
172909,movie,5.0
173145,movie,2.88
173197,movie,4.25
173205,movie,4.0
173209,movie,4.0
173235,movie,4.5
173255,movie,2.5
173291,movie,2.88
173317,movie,4.5
173351,movie,5.0
173619,movie,5.0
173751,movie,2.0
173925,movie,4.25
173941,movie,3.0
173963,movie,5.0
174045,movie,4.0
174055,movie,3.42
174141,movie,3.5
174479,movie,4.0
174551,movie,5.0
174681,movie,3.5
174727,movie,3.0
174737,movie,3.0
174815,movie,3.5
174909,movie,4.5
175197,movie,3.5
175199,movie,4.0
175293,movie,5.0
175303,movie,3.33
175387,movie,5.0
175397,movie,5.0
175401,movie,4.0
175431,movie,5.0
175475,movie,0.5
175485,movie,1.67
175569,movie,3.4
175585,movie,3.5
175661,movie,2.67
175705,movie,3.5
175707,movie,3.0
175743,movie,3.0
175781,movie,3.0
176051,movie,3.5
176101,movie,3.06
176371,movie,3.81
176389,movie,2.0
176415,movie,3.5
176419,movie,3.25
176423,movie,4.0
176579,movie,1.0
176621,movie,2.0
176751,movie,4.5
176805,movie,4.0
176935,movie,2.0
177285,movie,3.0
177593,movie,4.75
177615,movie,3.33
177763,movie,2.83
177765,movie,3.54
177939,movie,4.5
178061,movie,3.33
178111,movie,2.0
178323,movie,3.5
178615,movie,3.5
178827,movie,4.25
179053,movie,3.5
179073,movie,3.0
179119,movie,4.0
179133,movie,5.0
179211,movie,3.0
179401,movie,3.67
179427,movie,4.0
179491,movie,1.0
179511,movie,4.0
179709,movie,3.0
179749,movie,1.5
179813,movie,4.0
179815,movie,1.5
179817,movie,3.83
179819,movie,3.12
179953,movie,3.5
180031,movie,3.69
180045,movie,4.0
180095,movie,4.0
180231,movie,4.0
180265,movie,4.5
180297,movie,3.75
180497,movie,4.25
180985,movie,3.0
180987,movie,1.5
181065,movie,3.75
181139,movie,1.5
181315,movie,3.5
181659,movie,2.5
182293,movie,4.0
182297,movie,4.0
182299,movie,4.0
182639,movie,4.0
182715,movie,3.83
182731,movie,4.5
182749,movie,2.5
182793,movie,3.5
182823,movie,2.88
183011,movie,1.5
183295,movie,3.5
183301,movie,3.0
183317,movie,4.5
183611,movie,4.0
183635,movie,3.5
183897,movie,3.5
183911,movie,1.5
183959,movie,4.5
184015,movie,3.5
184053,movie,2.0
184253,movie,2.25
184349,movie,3.5
184471,movie,2.5
184721,movie,4.0
184931,movie,4.0
184987,movie,3.0
184997,movie,4.0
185029,movie,2.75
185031,movie,4.5
185033,movie,2.0
185435,movie,3.0
185473,movie,3.0
185585,movie,2.75
186587,movie,3.0
187031,movie,3.25
187541,movie,3.0
187593,movie,3.88
187595,movie,3.9
187717,movie,5.0
188189,movie,4.5
188301,movie,3.67
188675,movie,3.5
188751,movie,4.5
188797,movie,4.0
188833,movie,4.5
189043,movie,2.5
189111,movie,3.0
189333,movie,3.75
189381,movie,2.5
189547,movie,1.0
189713,movie,2.5
190183,movie,3.5
190207,movie,1.5
190209,movie,4.0
190213,movie,1.0
190215,movie,1.5
190219,movie,1.0
191005,movie,4.5
193565,movie,3.5
193567,movie,3.0
193571,movie,4.0
193573,movie,4.0
193581,movie,4.0
193583,movie,3.5
193585,movie,3.5
193587,movie,3.5
193609,movie,4.0
193610,book,0.0
193611,book,0.0
193612,book,0.0
193613,book,0.0
193614,book,0.0
193615,book,0.0
193616,book,0.0
193617,book,0.0
193618,book,0.0
193619,book,0.0
193620,book,0.0
193621,book,0.0
193622,book,0.0
193623,book,0.0
193624,book,0.0
193625,book,0.0
193626,book,0.0
193627,book,0.0
193628,book,0.0
193629,book,0.0
193630,book,0.0
193631,book,0.0
193632,book,0.0
193633,book,0.0
193634,book,0.0
193635,book,0.0
193636,book,0.0
193637,book,0.0
193638,book,0.0
193639,book,0.0
193640,book,0.0
193641,book,0.0
193642,book,0.0
193643,book,0.0
193644,book,0.0
193645,book,0.0
193646,book,0.0
193647,book,0.0
193648,book,0.0
193649,book,0.0
193650,book,0.0
193651,book,0.0
193652,book,0.0
193653,book,0.0
193654,book,0.0
193655,book,0.0
193656,book,0.0
193657,book,0.0
193658,book,0.0
193659,book,0.0
193660,book,0.0
193661,book,0.0
193662,book,0.0
193663,book,0.0
193664,book,0.0
193665,book,0.0
193666,book,0.0
193667,book,0.0
193668,book,0.0
193669,book,0.0
193670,book,0.0
193671,book,0.0
193672,book,0.0
193673,book,0.0
193674,book,0.0
193675,book,0.0
193676,book,0.0
193677,book,0.0
193678,book,0.0
193679,book,0.0
193680,book,0.0
193681,book,0.0
193682,book,0.0
193683,book,0.0
193684,book,0.0
193685,book,0.0
193686,book,0.0
193687,book,0.0
193688,book,0.0
193689,book,0.0
193690,book,0.0
193691,book,0.0
193692,book,0.0
193693,book,0.0
193694,book,0.0
193695,book,0.0
193696,book,0.0
193697,book,0.0
193698,book,0.0
193699,book,0.0
193700,book,0.0
193701,book,0.0
193702,book,0.0
193703,book,0.0
193704,book,0.0
193705,book,0.0
193706,book,0.0
193707,book,0.0
193708,book,0.0
193709,book,0.0
193710,book,0.0
193711,book,0.0
193712,book,0.0
193713,book,0.0
193714,book,0.0
193715,book,0.0
193716,book,0.0
193717,book,0.0
193718,book,0.0
193719,book,0.0
193720,book,0.0
193721,book,0.0
193722,book,0.0
193723,book,0.0
193724,book,0.0
193725,book,0.0
193726,book,0.0
193727,book,0.0
193728,book,0.0
193729,book,0.0
193730,book,0.0
193731,book,0.0
193732,book,0.0
193733,book,0.0
193734,book,0.0
193735,book,0.0
193736,book,0.0
193737,book,0.0
193738,book,0.0
193739,book,0.0
193740,book,0.0
193741,book,0.0
193742,book,0.0
193743,book,0.0
193744,book,0.0
193745,book,0.0
193746,book,0.0
193747,book,0.0
193748,book,0.0
193749,book,0.0
193750,book,0.0
193751,book,0.0
193752,book,0.0
193753,book,0.0
193754,book,0.0
193755,book,0.0
193756,book,0.0
193757,book,0.0
193758,book,0.0
193759,book,0.0
193760,book,0.0
193761,book,0.0
193762,book,0.0
193763,book,0.0
193764,book,0.0
193765,book,0.0
193766,book,0.0
193767,book,0.0
193768,book,0.0
193769,book,0.0
193770,book,0.0
193771,book,0.0
193772,book,0.0
193773,book,0.0
193774,book,0.0
193775,book,0.0
193776,book,0.0
193777,book,0.0
193778,book,0.0
193779,book,0.0
193780,book,0.0
193781,book,0.0
193782,book,0.0
193783,book,0.0
193784,book,0.0
193785,book,0.0
193786,book,0.0
193787,book,0.0
193788,book,0.0
193789,book,0.0
193790,book,0.0
193791,book,0.0
193792,book,0.0
193793,book,0.0
193794,book,0.0
193795,book,0.0
193796,book,0.0
193797,book,0.0
193798,book,0.0
193799,book,0.0
193800,book,0.0
193801,book,0.0
193802,book,0.0
193803,book,0.0
193804,book,0.0
193805,book,0.0
193806,book,0.0
193807,book,0.0
193808,book,0.0
193809,book,0.0
193810,book,0.0
193811,book,0.0
193812,book,0.0
193813,book,0.0
193814,book,0.0
193815,book,0.0
193816,book,0.0
193817,book,0.0
193818,book,0.0
193819,book,0.0
193820,book,0.0
193821,book,0.0
193822,book,0.0
193823,book,0.0
193824,book,0.0
193825,book,0.0
193826,book,0.0
193827,book,0.0
193828,book,0.0
193829,book,0.0
193830,book,0.0
193831,book,0.0
193832,book,0.0
193833,book,0.0
193834,book,0.0
193835,book,0.0
193836,book,0.0
193837,book,0.0
193838,book,0.0
193839,book,0.0
193840,book,0.0
193841,book,0.0
193842,book,0.0
193843,book,0.0
193844,book,0.0
193845,book,0.0
193846,book,0.0
193847,book,0.0
193848,book,0.0
193849,book,0.0
