work_id,name,author,ISBN,publisher,created_at,ai_summary,cover_img,reward
197659,reining in overcriminalization,"United States. Congress. House. Committee on the Judiciary. Subcommittee on Crime, Terrorism, and Homeland Security",[''],,1900-01-01,,,
197660,tributary empires in global history,Peter F. Bang,[''],,1900-01-01,,,
197661,code ssn,Tom Clancy,,,1900-01-01,,,
197662,the new players in life science innovation,Tomasz F. Mroczkowski,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9820396-L.jpg,
197663,faith yi ban de xin,Jinhao Fan,[''],,1900-01-01,,,
197664,the seeing heart,Janet Randall,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6858514-L.jpg,
197665,un tipografo in venezia ad signum gathe,Silvia Curi Nicolardi,,,1900-01-01,,,
197666,the mysteries of water,Disney Storybook Artists,[''],,1900-01-01,,,
197667,the sea wolves,Christopher Golden,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8163149-L.jpg,
197668,jenderal tni djoko santoso,Marthen L. Djari,[''],,1900-01-01,,,
197669,suchasni protsesy v relihinomu zhytti svitu ta ukrany,"Vseukraïnsʹka naukovo-praktychna konferent︠s︡ii︠a︡ ""Suchasni prot︠s︡esy v relihiĭnomu z︠h︡ytti svitu ta Ukraïny"" (2009 Odesa, Ukraine)",,,1900-01-01,,,
197670,zhonghua min zu kang ri zhan zheng quan shi,Ping Bu,,,1900-01-01,,,
197671,shinken to kodomo no fukushi,Atsushi Hirata,[''],,1900-01-01,,,
197672,robert lee bullard papers,Robert Lee Bullard,[''],,1900-01-01,,,
197673,all about marjory,Marian Cumming,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/14866387-L.jpg,
197674,homi bhabha and the computer revolution,R. K. Shyamasundar,[''],,1900-01-01,,,
197675,si fen zhi yi de shi jie zai ta men shou zhong,Youyi Huang,[''],,1900-01-01,,,
197676,glumac i njegovo doba,Igor Mrduljaš,[''],,2006,,,
197677,raffinement lgance et vertu,Sŏng-mi Yi,,,1900-01-01,,,
197678,tra classicismo e marginalismo,Pina Travagliante,[''],,1900-01-01,,,
197679,donne venete,Adriano Rota,[''],,1900-01-01,,,
197680,sofia e psiche,Giorgio Blandino,[''],,1900-01-01,,,
197681,i corsari e la maremma,Angelo Biondi,[''],,1900-01-01,,,
197682,oegugin l wihan hanguk munhak,Un-sik Ch'oe,,,1900-01-01,,,
197683,operatsiia kennedi,Arkan Kariv,,,1900-01-01,,,
197684,blue train green train,Tommy Stubbs,,,1900-01-01,,,
197685,friedrich kuhlau,Carl Thrane,[''],,1979,,,
197686,brak the barbarian versus the mark of the demons,John Jakes,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6860834-L.jpg,
197687,kdvirgos hajnalok,István Hulló,,,1900-01-01,,,
197688,les femmes savantes,Jean Baudet,[''],,1900-01-01,,,
197689,breve storia dellanarchismo cileno 18971931,Luis Heredia M.,,,1900-01-01,,,
197690,teploi massoobmen v ogranichennykh prostranstvakh stroitelnykh konstruktsi i sooruzheni,V. D. Akelʹev,,,1900-01-01,,,
197691,manumi vr ulsem,E. A. Markova,,,1900-01-01,,,
197692,longarm and the last man,Tabor Evans,,,1900-01-01,,,
197693,i want to be an astronaut,Stephanie Maze,,,1900-01-01,,,
197694,panic disorder,Nancy M. Campbell,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6863356-L.jpg,
197695,kratki ocherk istorii pravoslavnykh tserkve bolgarsko serbsko i rumynsko ili moldovalashsko,E. E. Golubinskiǐ,,,1900-01-01,,,
197696,kritische untersuchungen ber die quellen zur angelschsischen geschichte des achten jahrhunderts mit besonderer rcksicht auf die zeit knig offas,Ludwig Theopold,,,1900-01-01,,,
197697,calendar of the close rolls preserved in the public record office,Great Britain. Public Record Office,[''],,1900-01-01,,,
197698,analecta franciscana,"Collegio S. Bonaventura (Quaracchi, Italy)",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6863999-L.jpg,
197699,tarihde usul,Ahmed Zeki Velidi Togan,[''],,1950,,,
197700,south dakota,Caryn Yacowitz,[''],,2003,,https://covers.openlibrary.org/b/id/1262579-L.jpg,
197701,the penguin international dictionary of contemporary biography,Edward Vernoff,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/402766-L.jpg,
197702,las alhajas exportadas,Juan Balansó,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7274039-L.jpg,
197703,fight against fears,Lucy Freeman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/14921468-L.jpg,
197704,lcran de la royaut,Didier Thouart,,,1900-01-01,,,
197705,in their honor,Linda D. Swink,[''],,1900-01-01,,,
197706,les rois ne meurent jamais,José Alain Fralon,[''],,1900-01-01,,,
197707,lultime extinction,Ahmad Saada,,,1900-01-01,,,
197708,al amal alkamilah,Amīn Khūlī,,,1900-01-01,,,
197709,deyim yerindeyse,Mestan Yıldırımer,[''],,1900-01-01,,,
197710,the history of central and eastern africa,Amy McKenna,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11644928-L.jpg,
197711,woody guthrie american radical,Will Kaufman,,,1900-01-01,,,
197712,being safe at home,Susan Kesselring,[''],,1900-01-01,,,
197713,spinosaurus,Gerry Bailey,[''],,1900-01-01,,,
197714,al dawlah alumawiyah,Ibrāhīm Aḥmad ʻAdawī,,,1900-01-01,,,
197715,the essential richard outram,Richard Daley Outram,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11628225-L.jpg,
197716,boerne,Brent Evans,[''],,1900-01-01,,,
197717,a glossary of literary terms,M. H. Abrams,[''],,1900-01-01,,,
197718,handbook of international social work,Lynne M. Healy,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/12134014-L.jpg,
197719,a small key opens big doors,Jay Chen,[''],,1900-01-01,,,
197720,tradio modernidade regionalidade,Lisana Bertussi,,,1900-01-01,,,
197721,roma e lantico,Carolina Brook,,,1900-01-01,,,
197722,pietra filosofale della salute,Linda M. Napolitano Valditara,[''],,1900-01-01,,,
197723,er shi shi ji zhongguo fan yi wen xue shi,Jin Li,[''],,1900-01-01,,,
197724,bao mi ju tou zi mao renfeng,Chunguang Yang,[''],,1900-01-01,,,
197725,beitrge zur geschichte der habsburgischen strafgesetzgebung in italien,Ettore Dezza,,,1900-01-01,,,
197726,joanstown and other poems,Michael Gilkes,[''],,1900-01-01,,,
197727,zhongguo xue shu si xiang yan jiu ji kan,Qingzhang Lin,[''],,1900-01-01,,,
197728,les critures textuelles des thtres dasie,Françoise Quillet,,,1900-01-01,,,
197729,germanys tiger tanks,Thomas L. Jentz,,,1900-01-01,,,
197730,persius and juvenal,Maria Plaza,[''],,1900-01-01,,,
197731,perfect square,Michael Hall,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7309203-L.jpg,
197732,bent road,Lori Roy,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7078117-L.jpg,
197733,memoar albert hasibuan,Albert Hasibuan,[''],,1900-01-01,,,
197734,imiona lku,Joanna Kisiel,,,1900-01-01,,,
197735,protestants a history from wittenberg to pennsylvania 1517  1740,C. Scott Dixon,,,1900-01-01,,,
197736,great lakes first submarine,Patricia A. Gruse Harris,,,1900-01-01,,,
197737,the bird sisters,Rebecca Rasmussen,[''],,1900-01-01,,,
197738,music and dance traditions of ghana,Paschal Yao Younge,[''],,1900-01-01,,,
197739,kahe ka tana kahe ki bharani,Sāvitrī Dube,[''],,1900-01-01,,,
197740,ili umri gurezn,Ḥasan ʻAskarī Kāẓmī,,,1900-01-01,,,
197741,fo xiang de li shi,"Liang, Sicheng",[''],,1900-01-01,,,
197742,the ideals guide to american civil war places,Julie Shively,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/627309-L.jpg,
197743,the early medieval in south india,Kesavan Veluthat,[''],,2009,,,
197744,o slove serdtsami sogretom,Vladimir Esenin,,,1900-01-01,,,
197745,registry of eclipses of the sun found two monuments of ancient mexico,Raúl Noriega,[''],,1900-01-01,,,
197746,david d porter family papers,David D. Porter,,,1900-01-01,,,
197748,fa l wen hua shi yan jiu,Qinhua He,,,1900-01-01,,,
197749,how to draw ships,Mark Bergin,[''],,1900-01-01,,,
197750,peyton manning,Marty Gitlin,,,1900-01-01,,,
197751,a philosophical essay on crisis and development in marxian framework,Mudunūri Bhārati,[''],,1900-01-01,,,
197752,survival legacies,Peter Rimas Kabaila,[''],,1900-01-01,,,
197753,al jazair,Ḥamdī Ḥāfiẓ,,,1900-01-01,,,
197754,edison to enron,Robert L. Bradley,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9439563-L.jpg,
197755,why america failed,Morris Berman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/12865256-L.jpg,
197756,the wilmington  raleigh rail road company 18331854,James C. Burke,,,1900-01-01,,,
197757,the importance of religion,Gavin D. Flood,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7072778-L.jpg,
197758,the world under pressure,Carl J. Dahlman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13019293-L.jpg,
197759,western sahara,Erik Jensen,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11491544-L.jpg,
197760,messina ritrovata,Eleonora Iannelli,[''],,1900-01-01,,,
197761,gorizontalnaia luna,Ėli Bar-I︠A︡alom,,,1900-01-01,,,
197762,ekspresionistina stilna paradigma v kratki pripovedni prozi 19141923,Jožica Čeh,,,1900-01-01,,,
197763,i hynuly pershymy,Stepan Semeni︠u︡k,,,1900-01-01,,,
197764,spontaneous,Diana Wagman,[''],,2000,,https://covers.openlibrary.org/b/id/6808350-L.jpg,
197766,america and the germans,Frank Trommler,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8255856-L.jpg,
197767,ecopsychology,"Roszak, Theodore",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/4792827-L.jpg,
197768,immigration,Lila Perl,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8808324-L.jpg,
197769,guten tag yall,Marko Maunula,,,1900-01-01,,,
197770,bombos vs everything,Andrew Helms,,,1900-01-01,,,
197771,holodomor,Serhiĭ Ledi︠a︡nsʹkyĭ,[''],,1900-01-01,,,
197772,stadtgestalten,Jürg Sulzer,[''],,1900-01-01,,,
197773,stein gegen stein,Stephanie Warnke,[''],,1900-01-01,,,
197774,deep black,Stephen Coonts,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/2595747-L.jpg,
197775,this is not a tragedy,Françoise Palleau-Papin,[''],,1900-01-01,,,
197776,snowflake,Clif Taylor,[''],,1900-01-01,,,
197777,karma hare bhavajala tare,Harshaśīlavijaya,[''],,1900-01-01,,,
197778,kalacya trthvara,Śaratkumāra Māḍagūḷakāra,,,1900-01-01,,,
197779,fields of ice,Arabella Edge,[''],,1900-01-01,,,
197780,being first,Robert Klein,[''],,1900-01-01,,,
197781,flying over the golden arches,Donald R. Conley,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6891262-L.jpg,
197782,modern perspectives in lattice qcd,"Ecole d'été de physique théorique (Les Houches, Haute-Savoie, France) (93rd 2009)",[''],,1900-01-01,,,
197783,dream big,Aron Simkins,[''],,1900-01-01,,,
197784,the new black history,Elizabeth Kai Hinton,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11685101-L.jpg,
197785,dancing queen,Marci Peschke,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7607762-L.jpg,
197786,filosofia ed eresia nellinghilterra del tardo cinquecento,Diego Pirillo,,,1900-01-01,,,
197787,bolgarokazanskie i zolotoordynskie otnosheniia v xiiixvi vv,S. Kh Alishev,,,1900-01-01,,,
197788,jeanne devreux blanche de navarre,Jean-Marc Cazilhac,,,1900-01-01,,,
197789,gu dian shi ge yan jiu hui kan,Pengcheng Gong,[''],,1900-01-01,,,
197790,neizvestny bulgakov,I︠U︡riĭ Vorobʹevskiĭ,,,1900-01-01,,,
197791,kockzati trsadalom s felelssg,Sándor Karikó,,,1900-01-01,,,
197792,architectures et architectes italiens au maghreb,Ezio Godoli,[''],,1900-01-01,,,
197793,kkt kkaji irllae,Yŏn Kim,,,1900-01-01,,,
197794,hanguk sijo munhaksang susang chakpumjip che 1hoe  che 28hoe,Ŭn-bang Yi,,,1900-01-01,,,
197795,hanguk chug i konggansa,Nam-il Chŏn,,,1900-01-01,,,
197796,narrowgauge supply railways in estonia,Mehis Helme,,,1900-01-01,,,
197797,lethnocritique de la littrature,Véronique Cnockaert,,,1900-01-01,,,
197798,pioneer association of ontario canada,Ontario Historical Society,,,1900-01-01,,,
197799,clypeus theologiae thomisticae contra novos ejus impugnatores,Jean-Baptiste Gonet,[''],,1900-01-01,,,
197800,the curies,Denis Brian,[''],,"August 1, 2005",,https://covers.openlibrary.org/b/id/6874085-L.jpg,
197801,a southern prophecy,"Blair, Lewis H.",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6937705-L.jpg,
197802,al falsafah alyunaniyah,ʻUmar Farrūkh,,,1900-01-01,,,
197803,project brain drain,Barbara Siegel,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6874666-L.jpg,
197804,eat this,Ian Jackman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6875157-L.jpg,
197805,abatis stephani gradii ragusini ad consilium rogatorum rei publicae ragusinae epistolae scriptae ab anno 1667 usque ad mortem gradii  epistolis a q balthasaro bogii collectis plutes nuper repertas addidit collectas redegit   pisma opata stjepana gradia dubrovanina senatu republike dubrovake od godine 1667 do 1683  bogiiev prjepis dopunio,Stjepan Gradić,,,1900-01-01,,,
197806,a conversation with dr saddoun hammadi,Saʻdūn Ḥammādī,,,1900-01-01,,,
197807,birinci cumhuriyet biterken,Hıfzı Oğuz Bekata,[''],,1960,,,
197808,wild horses,Julia Vogel,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6877372-L.jpg,
197809,the luftwaffe,Time-Life Books,,,1900-01-01,,,
197810,michelle kwan,"Hill, Anne E.",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6902373-L.jpg,
197811,the duck on the truck,Leonard P. Kessler,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6901472-L.jpg,
197812,selected western stories and poems,Bret Harte,,,1900-01-01,,,
197813,my own ground,Hugh Nissenson,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/613436-L.jpg,
197814,51 sycamore lane or a spy in the neighborhood,Marjorie Weinman Sharmat,,,1900-01-01,,,
197815,comes the blind fury,John Saul,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9037110-L.jpg,
197816,your own two feet,Ingrid Meyer,,,1900-01-01,,,
197817,the god effect,Brian Clegg,,,1900-01-01,,,
197818,twilight musings,Howard Ely,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6980913-L.jpg,
197819,ferrets as a new pet,Greg Ovechka,[''],,1991,,https://covers.openlibrary.org/b/id/657573-L.jpg,
197820,on the field with mia hamm,Matt Christopher,,,1900-01-01,,,
197821,how dogs came from wolves,Jack Myers,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/1971487-L.jpg,
197822,whos who in the world 19801981,Marquis Who's Who,,,1900-01-01,,,
197823,turk edebiyat tarihi,Agâh Sırrı Levend,,,1900-01-01,,,
197824,six racy madams of colorado,Caroline Bancroft,[''],,November 1911,,https://covers.openlibrary.org/b/id/712650-L.jpg,
197825,al yahud waalmasun fi misr,ʻAlī Shalash,,,1900-01-01,,,
197826,blood sympathy,Reginald Hill,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/382597-L.jpg,
197827,a political companion to henry david thoreau,"Turner, Jack",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9002988-L.jpg,
197828,pablo neruda,Adam Feinstein,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/844108-L.jpg,
197829,how we became the little einsteins,Marcy Kelman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/1817695-L.jpg,
197830,unlovable,Dan Yaccarino,[''],,1900-01-01,,,
197831,the apostle of the north,"Kennedy, John",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6071279-L.jpg,
197832,our continent,National Geographic Society,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9997348-L.jpg,
197833,spiderman 3  meet the heroes and villains,Harry Lime,,,1900-01-01,,,
197834,truth  lies,Ian Jack,,,1900-01-01,,,
197835,gaziantep tp fakultesi tarihi ve aznlk okullar,Uğurol Barlas,,,1900-01-01,,,
197836,cinderella,Grace Windsor,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6880858-L.jpg,
197837,how to draw the best of nickelodeon,Steve Crespo,[''],,1900-01-01,,,
197838,region roundup,Dorothy Dutton,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6980648-L.jpg,
197839,for the sake of all others,Evelyn Cole,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/2574723-L.jpg,
197840,a chimp in the family,"Becker, Charlotte",[''],,1900-01-01,,,
197841,the playboy sheikhs virgin stablegirl,Sharon Kendrick,,,1900-01-01,,,
197842,rhapsody,Judith Gould,[''],,1900-01-01,,,
197843,farm team,Will Weaver,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6906333-L.jpg,
197844,luckys big week,Kimberly Weinberger,,,1900-01-01,,,
197845,prudence crandall,Elizabeth Yates,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/2915786-L.jpg,
197846,bloodsworth,Tim Junkin,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/803415-L.jpg,
197847,blood sweat and cheers,Charlotte Mijares,,,1900-01-01,,,
197848,candy from strangers,Mark Coggins,[''],,1900-01-01,,,
197849,crafty cat crimes,Stefan R. Dziemianowicz,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11023548-L.jpg,
197850,stocktonontees in times past,Leslie Robert Meynell,,,1900-01-01,,,
197851,jawahir aladab,Aḥmad Hāshimī,,,1900-01-01,,,
197852,never enough,Jeff Apter,[''],,1900-01-01,,,
197853,wind river,"West, Charles",[''],,1900-01-01,,,
197854,star wars  return of the jedi  a storybook,J. J. Gardner,,,1900-01-01,,,
197855,winding roads,Floy Winks DeLancey,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6930082-L.jpg,
197856,reading new york,John Tytell,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/226442-L.jpg,
197857,past malice,Dana Cameron,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/237434-L.jpg,
197858,you wont remember this,Kate Blackwell,,,1900-01-01,,,
197859,the rightunder club,Christine Hurley Deriso,,,1900-01-01,,,
197860,family fun travel guides,Disney Book Group,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/1479899-L.jpg,
197861,drama at the crossroads,Metin And,[''],,1991,,https://covers.openlibrary.org/b/id/4012468-L.jpg,
197862,enviromental politics,Norman Miller,[''],,"October 15, 2008",,https://covers.openlibrary.org/b/id/12724346-L.jpg,
197863,deux ans au mexique,Narcisse Henri Edouard Faucher de Saint-Maurice,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6324929-L.jpg,
197864,the european culture wars in ireland,Colin Barr,[''],,1900-01-01,,,
197865,red,Sammy Hagar,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6712886-L.jpg,
197866,dragonsbane,Barbara Hambly,[''],,1900-01-01,,,
197867,careers in social work,Carolyn Simpson,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6898917-L.jpg,
197868,aunt magdas wet thighs,Anonymous (Star Distributors),,,1900-01-01,,,
197869,an amicable discussion on the church of england and on the reformation in general,Jean François Marie Bishop Lepappe de Trévern,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6901184-L.jpg,
197870,patrologiae cursus completus series latina accurante jp migne,A.-G Hamman,,,1900-01-01,,,
197871,what happened to suzy,Carol Denise Mitchell,[''],,1900-01-01,,,
197872,its a little book,Lane Smith,,,1900-01-01,,,
197874,interdisciplinary research and applications in bioinformatics computational biology and environmental sciences,Limin Angela Liu,,,1900-01-01,,,
197876,city of lies,Lian Tanner,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/12312069-L.jpg,
197877,dirasat fi altarikh alislami,Jamāl al-Dīn Shayyāl,,,1900-01-01,,,
197878,those legendary piper cubs,"Carroll V. Glines, Jr.",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/519806-L.jpg,
197879,four old greeks,Jennie Hall,[''],,1901,,https://covers.openlibrary.org/b/id/5603995-L.jpg,
197880,miss popularity,Francesco Sedita,,,1900-01-01,,,
197881,die gegner der helden in germanischer heldendichtung,Johannes Frey,[''],,1900-01-01,,,
197882,the stray sod country,Patrick McCabe,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7971667-L.jpg,
197883,hey america what do i mean to you,V. Alexander Stefan,,,1900-01-01,,,
197884,a killer plot,Ellery Adams,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/10827107-L.jpg,
197885,conflict of interest,Deborah Nolan,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/12940014-L.jpg,
197886,profil singkat masjid bersejarah  masjid monumental provinsi dki jakarta,Dewan Masjid Indonesia. Pimpinan Wilayah Provinsi DKI Jakarta,,,1900-01-01,,,
197887,a man from bruckless,Eileen O'Donnell Sheehan Ginn,[''],,1900-01-01,,,
197888,railroad depots of southwest ohio,Mark J. Camp,[''],,1900-01-01,,,
197889,introduction to the practice of statistics,David S. Moore,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/1854002-L.jpg,
197890,the oxford handbook of the american congress,Eric Schickler,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13139251-L.jpg,
197891,managing emergencies and crises,Naim Kapucu,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13875430-L.jpg,
197892,walther rathenau,Shulamit Volkov,[''],,1900-01-01,,,
197893,the 3rd alternative,Stephen R. Covey,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/12068058-L.jpg,
197894,understanding american icons,Arthur Asa Berger,[''],,1900-01-01,,,
197895,downtown chicagos historic movie theatres,Konrad Schiecke,,,1900-01-01,,,
197896,the avantgarde feature film,William Verrone,,,1900-01-01,,,
197897,nashat alahzab alsiyasiyah,Ḥusayn Jamīl,,,1900-01-01,,,
197898,the ceo strategy and shareholder value,Peter W. Kontes,,,1900-01-01,,,
197899,a situation analysis report on girls trafficking in sindhupalchowk,ABC/Nepal,,,1900-01-01,,,
197900,ashkal altabir fi aladab alshabi,Nabīlah Ibrāhīm,,,1900-01-01,,,
197901,sarzamini bahrayn,ʻAli Zarrin Qalam,,,1900-01-01,,,
197902,world war ii battlefield communications,Gordon L. Rottman,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8735866-L.jpg,
197903,taiwans democracy,Robert F. Ash,,,1900-01-01,,,
197904,christ and spirituality in st thomas aquinas,Jean-Pierre Torrell,,,1900-01-01,,,
197905,embracing the divine,Akram Fouad Khater,[''],,1900-01-01,,,
197906,nikkei in the interior west,Eric Walz,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8790270-L.jpg,
197907,handbook on offences and legal provisions pertaining to crime against women,National Commission for Women (India),[''],,1900-01-01,,,
197908,tuffahah fi tabaq mashrukh,ʻAbd al-Munʻim Ṣāwī,,,1900-01-01,,,
197909,an chunggn charyojip,Un-yong Sin,,,1900-01-01,,,
197910,storia illustrata di massa,Franca Leverotti,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13799087-L.jpg,
197911,magyarok braziliban,J. Szeverin Kögl,,,1900-01-01,,,
197912,mran m bho lu sa mui kro,ʼAṅʻ ʼāʺ ʼAyʻdītā ʼA phvaiʹ,,,1900-01-01,,,
197913,lovesick japan,Mark D. West,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8471863-L.jpg,
197914,the peace of passarowitz 1718,Charles W. Ingrao,,,1900-01-01,,,
197915,masters of the zhang zhung nyengyud,Tenzin Namdak,[''],,1900-01-01,,,
197916,darlah  172 timer p mnen,Johan Harstad,,,1900-01-01,,,
197917,haidrbad sirph hamr,Saṅgiśeṭṭi Śrīnivās,,,1900-01-01,,,
197918,hong lou meng yu taiwan,Wenbin Hu,[''],,1900-01-01,,,
197919,die entstehungsgeschichte des reichseinkommensteuergesetzes vom 29 mrz 1920,Matthias Gehm,,,1900-01-01,,,
197920,british idealism,W. J. Mander,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9010387-L.jpg,
197921,ahrarna polityka bilohvardiskykh uriadiv a denikina p vranhelia na pidkontrolnykh m ukranskykh terytoriiakh,Serhiĭ Kornovenko,,,1900-01-01,,,
197922,yorkshire terrier,"George, Charles",[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8189374-L.jpg,
197923,die industrialisierung im hagener raum zwischen 1815 und 1914,Andreas Berger,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13331527-L.jpg,
197924,nihon no shakai seisaku,Norio Hisamoto,[''],,1900-01-01,,,
197925,the europeanization of modern written chinese,Clara Ho-yan Chan,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13233665-L.jpg,
197926,against all enemies,Tom Clancy,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/11569813-L.jpg,
197927,the promises she keeps,Erin M. Healy,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/6680374-L.jpg,
197928,the early years health and safety handbook,Lynn Parker,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13363300-L.jpg,
197929,the queens lady,Eve Edwards,,,1900-01-01,,,
197930,nursing and health survival guide,Nina Godson,[''],,1900-01-01,,,
197931,how species interact,Roger Arditi,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/14204420-L.jpg,
197932,historic tales of bethel connecticut,Patrick Tierney Wild,,,1900-01-01,,,
197933,anthologia apo to ergo tou pantel prevelak,Pantelēs Prevelakēs,,,1900-01-01,,,
197934,patritikes tragdies ts hellniks epanastass,Theodōros Alkaios,,,1900-01-01,,,
197935,lhomme potique,André Miguel,,,1900-01-01,,,
197936,mia the melodramatic,Eileen Boggess,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/8199389-L.jpg,
197937,a mystery from afar,Chaya Hubner,[''],,1900-01-01,,,
197938,alsmyljiy waalshir alarab alqadm,Aḥmad Sālim Wild Abāh,,,1900-01-01,,,
197939,selected works of ai shirshov,A. I. Shirshov,,,1900-01-01,,,
197940,activists alliances and antius base protests,Andrew Yeo,,,1900-01-01,,,
197941,honor bound,Robert N. Macomber,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13699045-L.jpg,
197942,gazavatnameler ve mihalolu ali beyin gazavatnamesi,Agâh Sirri Levend,,,1900-01-01,,,
197943,fann alqissah alqasirah fi adabina alhadith,ʻAbd al-Ḥamīd Yūnus,,,1900-01-01,,,
197944,retrieving doctrine,Oliver Crisp,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/7278316-L.jpg,
197945,andrew melville and humanism in renaissance scotland 15451622,Ernest R. Holloway,,,1900-01-01,,,
197946,my last supperthe next course,Melanie Dunea,,,1900-01-01,,,
197947,new castle delaware,Barbara E. Benson,,,1900-01-01,,,
197948,ashoka the great,Wytze Keuning,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/13792483-L.jpg,
197949,dalita vrtao,Manoja Māhyāvaṃśī Kalāmbā,,,1900-01-01,,,
197950,weltmachtstreben und kampf fr den frieden,Ernst-Albert Seils,,,1900-01-01,,,
197951,do ciebie polsko wracamy,Elwira Zborowska,,,1900-01-01,,,
197952,nowe formy korupcji,Paulina Polak,[''],,1900-01-01,,,
197953,et puis un jour jai entendu bob dylan,Alain Rémond,,,1900-01-01,,,
197954,los morros del narco,Javier Valdez,[''],,1900-01-01,,,
197955,soldier of the horse,Robert W. MacKay,[''],,1900-01-01,,https://covers.openlibrary.org/b/id/9632714-L.jpg,
197956,antonio vivaldi,Sylvie Mamy,[''],,1900-01-01,,,
197957,le magicien daix,Gabriel Dussurget,,,1900-01-01,,,
